Id,SalePrice
1461,106986
1462,145239
1463,187240
1464,194408
1465,195697
1466,163758
1467,168853
1468,156213
1469,199973
1470,109777
1471,153648
1472,96309
1473,97817
1474,132319
1475,92589
1476,380796
1477,272029
1478,304478
1479,298791
1480,472998
1481,318270
1482,203880
1483,174464
1484,162916
1485,182821
1486,191664
1487,329964
1488,225978
1489,215243
1490,255084
1491,204140
1492,103682
1493,204195
1494,294453
1495,279852
1496,248739
1497,173553
1498,167463
1499,161753
1500,144109
1501,197392
1502,125289
1503,357665
1504,229424
1505,224894
1506,197899
1507,252601
1508,200639
1509,150601
1510,145536
1511,162476
1512,182277
1513,144938
1514,168853
1515,214382
1516,157209
1517,188744
1518,124959
1519,219658
1520,119374
1521,134355
1522,187092
1523,113212
1524,105126
1525,110892
1526,103116
1527,115404
1528,131134
1529,154978
1530,209805
1531,87438
1532,88222
1533,155210
1534,123339
1535,149959
1536,94906
1537,49684
1538,166587
1539,209947
1540,127868
1541,131367
1542,169601
1543,186807
1544,67958
1545,129800
1546,123273
1547,136921
1548,142206
1549,121026
1550,149488
1551,114722
1552,143564
1553,155176
1554,109260
1555,163221
1556,-196304939
1557,129921
1558,102576
1559,83780
1560,99569
1561,144071
1562,135709
1563,125350
1564,158116
1565,151637
1566,221792
1567,80710
1568,221951
1569,141565
1570,131111
1571,83431
1572,156369
1573,274858
1574,136226
1575,238073
1576,232141
1577,194152
1578,154647
1579,128626
1580,190291
1581,139830
1582,124835
1583,285801
1584,221723
1585,132595
1586,63803
1587,104424
1588,157717
1589,105758
1590,113168
1591,88243
1592,126642
1593,139367
1594,-10984030597
1595,115962
1596,225779
1597,214458
1598,211114
1599,197743
1600,173193
1601,45510
1602,126150
1603,-196305370
1604,273707
1605,224599
1606,140024
1607,150563
1608,210215
1609,193376
1610,143780
1611,122404
1612,188961
1613,173044
1614,132176
1615,97706
1616,74756
1617,90102
1618,122588
1619,127217
1620,187101
1621,126150
1622,146823
1623,260416
1624,193173
1625,115953
1626,181064
1627,193391
1628,276710
1629,176091
1630,373781
1631,250992
1632,258985
1633,170496
1634,180990
1635,173378
1636,137777
1637,189471
1638,182077
1639,183111
1640,240036
1641,186684
1642,252952
1643,217956
1644,234361
1645,211884
1646,167760
1647,147303
1648,118018
1649,125832
1650,112245
1651,105706
1652,90463
1653,100922
1654,140334
1655,111773
1656,133916
1657,156367
1658,147752
1659,123415
1660,161781
1661,415480
1662,395730
1663,392750
1664,525604
1665,337421
1666,323567
1667,360281
1668,367966
1669,314324
1670,371402
1671,272071
1672,404859
1673,288033
1674,246094
1675,202609
1676,204996
1677,228805
1678,476473
1679,385612
1680,349834
1681,287888
1682,324949
1683,187753
1684,169246
1685,169328
1686,161767
1687,169237
1688,184638
1689,188815
1690,187308
1691,173832
1692,253131
1693,171435
1694,181611
1695,166977
1696,266450
1697,174843
1698,338484
1699,337104
1700,280111
1701,270656
1702,244809
1703,241713
1704,260567
1705,241934
1706,197993
1707,235248
1708,213055
1709,256215
1710,217606
1711,266891
1712,268027
1713,281996
1714,223489
1715,202630
1716,175195
1717,174171
1718,147461
1719,229886
1720,247652
1721,146049
1722,114134
1723,155075
1724,230019
1725,243556
1726,178359
1727,143472
1728,158730
1729,169195
1730,157562
1731,107295
1732,130854
1733,113741
1734,103175
1735,84807
1736,104624
1737,285637
1738,261351
1739,248162
1740,226468
1741,201201
1742,179164
1743,168029
1744,354259
1745,212542
1746,198338
1747,225022
1748,231616
1749,136728
1750,135904
1751,223078
1752,114684
1753,162638
1754,208548
1755,171820
1756,134784
1757,117727
1758,146335
1759,172535
1760,155359
1761,150649
1762,179076
1763,182280
1764,104486
1765,187200
1766,183309
1767,231852
1768,143069
1769,159451
1770,149968
1771,126547
1772,129168
1773,112913
1774,156649
1775,145121
1776,131582
1777,112927
1778,126130
1779,118950
1780,162961
1781,129942
1782,73163
1783,155827
1784,111026
1785,143485
1786,125264
1787,164244
1788,60904
1789,104777
1790,67154
1791,192657
1792,158104
1793,140332
1794,154511
1795,129809
1796,133306
1797,125596
1798,120424
1799,82139
1800,124026
1801,127652
1802,114686
1803,155202
1804,121288
1805,122587
1806,119726
1807,147498
1808,116212
1809,134982
1810,153312
1811,156221
1812,109407
1813,146609
1814,95343
1815,36290
1816,96852
1817,115217
1818,162321
1819,-196213608
1820,40605
1821,100766
1822,153701
1823,29874
1824,138810
1825,146853
1826,92758
1827,102167
1828,136029
1829,117475
1830,159089
1831,152797
1832,38294
1833,165767
1834,106933
1835,124424
1836,150026
1837,83351
1838,106686
1839,103593
1840,151173
1841,138007
1842,97073
1843,128903
1844,147398
1845,141585
1846,155429
1847,171921
1848,39942
1849,90340
1850,110606
1851,137644
1852,119731
1853,102006
1854,160976
1855,165571
1856,211143
1857,71054
1858,151192
1859,100423
1860,143010
1861,108775
1862,305361
1863,296265
1864,296291
1865,378923
1866,351299
1867,226362
1868,273409
1869,199826
1870,232516
1871,255052
1872,171128
1873,227921
1874,153189
1875,181133
1876,201197
1877,210528
1878,194720
1879,137395
1880,140384
1881,251294
1882,231686
1883,184335
1884,205964
1885,229822
1886,292908
1887,220230
1888,252417
1889,159024
1890,88593
1891,108107
1892,101635
1893,141285
1894,117358
1895,141533
1896,129915
1897,113495
1898,98545
1899,162804
1900,41332
1901,179937
1902,174832
1903,226772
1904,166912
1905,200924
1906,167656
1907,243019
1908,111204
1909,127677
1910,126503
1911,230847
1912,314271
1913,148634
1914,64433
1915,332962
1916,46729
1917,230421
1918,126590
1919,146697
1920,171586
1921,396696
1922,353358
1923,245835
1924,238275
1925,205595
1926,371423
1927,123609
1928,171091
1929,119119
1930,123759
1931,122648
1932,135361
1933,199619
1934,191233
1935,174414
1936,210584
1937,172700
1938,163475
1939,274713
1940,194600
1941,165084
1942,151662
1943,242616
1944,374240
1945,418780
1946,125696
1947,128784
1948,181727
1949,236120
1950,194385
1951,246035
1952,215772
1953,177933
1954,188047
1955,130748
1956,295491
1957,157921
1958,239930
1959,129656
1960,89268
1961,116836
1962,87289
1963,100879
1964,110671
1965,125340
1966,134856
1967,301043
1968,406630
1969,384252
1970,404491
1971,450523
1972,368798
1973,282031
1974,338095
1975,454937
1976,281306
1977,368723
1978,343355
1979,336100
1980,203320
1981,369722
1982,211526
1983,192934
1984,173715
1985,234089
1986,210731
1987,203510
1988,172004
1989,188227
1990,204765
1991,243576
1992,226207
1993,167509
1994,231930
1995,181080
1996,287842
1997,308132
1998,324382
1999,300256
2000,328872
2001,291808
2002,249922
2003,231372
2004,272290
2005,232409
2006,228986
2007,232847
2008,243960
2009,209047
2010,191930
2011,127200
