Id,SalePrice
1461,110000.0
1462,158000.0
1463,192140.0
1464,169000.0
1465,229456.0
1466,188000.0
1467,142500.0
1468,179900.0
1469,180000.0
1470,111000.0
1471,171750.0
1472,83000.0
1473,83000.0
1474,146000.0
1475,145000.0
1476,426000.0
1477,287090.0
1478,337500.0
1479,232000.0
1480,451950.0
1481,350000.0
1482,202500.0
1483,143000.0
1484,160200.0
1485,171900.0
1486,225000.0
1487,350000.0
1488,282922.0
1489,190000.0
1490,156500.0
1491,162900.0
1492,110000.0
1493,185750.0
1494,336000.0
1495,348000.0
1496,221000.0
1497,162900.0
1498,144152.0
1499,144152.0
1500,124000.0
1501,168500.0
1502,144152.0
1503,282922.0
1504,202900.0
1505,221000.0
1506,257500.0
1507,240000.0
1508,177000.0
1509,178000.0
1510,142000.0
1511,142000.0
1512,168000.0
1513,187000.0
1514,150000.0
1515,162900.0
1516,154000.0
1517,127500.0
1518,145000.0
1519,233170.0
1520,124000.0
1521,147500.0
1522,224000.0
1523,105000.0
1524,110000.0
1525,110000.0
1526,110000.0
1527,64500.0
1528,115000.0
1529,142000.0
1530,162000.0
1531,179500.0
1532,93500.0
1533,179900.0
1534,115000.0
1535,149000.0
1536,144000.0
1537,81000.0
1538,230000.0
1539,237000.0
1540,104000.0
1541,179900.0
1542,149000.0
1543,274300.0
1544,55000.0
1545,95000.0
1546,128000.0
1547,137500.0
1548,132500.0
1549,55993.0
1550,117000.0
1551,127500.0
1552,87000.0
1553,177500.0
1554,154900.0
1555,149000.0
1556,116000.0
1557,102000.0
1558,95000.0
1559,130000.0
1560,192140.0
1561,143000.0
1562,110000.0
1563,110000.0
1564,179900.0
1565,192140.0
1566,179600.0
1567,55000.0
1568,211000.0
1569,149000.0
1570,66500.0
1571,104900.0
1572,157000.0
1573,203000.0
1574,179900.0
1575,179600.0
1576,231500.0
1577,185000.0
1578,159500.0
1579,132500.0
1580,162900.0
1581,150500.0
1582,115000.0
1583,440000.0
1584,228000.0
1585,149300.0
1586,80000.0
1587,139000.0
1588,157900.0
1589,125500.0
1590,127500.0
1591,108500.0
1592,144000.0
1593,149300.0
1594,104000.0
1595,102000.0
1596,271000.0
1597,154300.0
1598,197000.0
1599,230000.0
1600,230000.0
1601,35311.0
