Id,SalePrice
1461,128927
1462,154380
1463,177166
1464,183347
1465,196968
1466,182293
1467,166296
1468,173380
1469,181133
1470,117369
1471,195216
1472,93753
1473,95840
1474,153126
1475,144434
1476,385351
1477,254334
1478,308716
1479,241581
1480,442680
1481,309371
1482,209866
1483,175572
1484,184697
1485,171643
1486,202157
1487,330933
1488,237412
1489,203993
1490,199886
1491,193743
1492,94487
1493,173985
1494,303800
1495,302292
1496,224789
1497,192098
1498,155261
1499,153393
1500,151311
1501,171329
1502,170481
1503,291022
1504,227968
1505,215595
1506,183435
1507,217949
1508,200765
1509,166217
1510,152702
1511,153108
1512,174330
1513,147822
1514,160829
1515,180630
1516,158442
1517,151973
1518,128225
1519,225685
1520,139374
1521,147043
1522,161197
1523,113060
1524,124080
1525,124209
1526,129712
1527,101575
1528,125488
1529,145828
1530,169927
1531,131340
1532,105279
1533,146175
1534,117245
1535,160908
1536,113839
1537,75912
1538,183876
1539,241519
1540,112997
1541,147967
1542,146319
1543,219868
1544,78816
1545,109590
1546,123761
1547,141972
1548,138726
1549,117490
1550,142363
1551,117678
1552,146113
1553,141582
1554,117598
1555,168069
1556,99668
1557,127108
1558,94342
1559,119035
1560,155745
1561,158452
1562,127842
1563,124360
1564,167892
1565,154385
1566,196758
1567,78992
1568,223332
1569,150566
1570,126215
1571,131981
1572,147781
1573,241116
1574,117390
1575,215189
1576,210141
1577,203429
1578,151276
1579,142654
1580,190539
1581,142302
1582,129599
1583,344920
1584,241081
1585,139308
1586,72157
1587,105751
1588,152288
1589,102373
1590,137097
1591,105583
1592,122865
1593,117342
1594,141100
1595,123345
1596,235186
1597,166960
1598,179068
1599,209580
1600,191852
1601,80054
1602,116475
1603,97906
1604,286238
1605,250502
1606,168466
1607,161040
1608,217902
1609,195485
1610,161908
1611,150933
1612,164773
1613,169359
1614,120323
1615,86597
1616,82875
1617,87991
1618,127206
1619,134291
1620,144332
1621,135327
1622,156734
1623,291094
1624,212850
1625,130704
1626,174414
1627,188656
1628,275131
1629,175846
1630,355635
1631,222301
1632,246980
1633,170111
1634,181378
1635,180337
1636,159275
1637,169434
1638,217593
1639,178523
1640,253846
1641,185541
1642,225042
1643,226824
1644,224006
1645,176221
1646,152102
1647,164067
1648,141975
1649,141873
1650,120996
1651,124132
1652,94081
1653,100104
1654,155529
1655,161692
1656,151727
1657,151972
1658,156043
1659,145213
1660,146148
1661,431966
1662,383631
1663,372194
1664,451997
1665,316427
1666,328484
1667,356052
1668,328062
1669,301611
1670,329472
1671,260928
1672,467855
1673,297699
1674,252291
1675,186683
1676,189233
1677,212335
1678,463214
1679,390287
1680,315583
1681,269713
1682,306100
1683,188331
1684,170652
1685,172908
1686,168677
1687,168147
1688,186291
1689,188275
1690,183439
1691,176644
1692,268296
1693,170791
1694,184796
1695,169228
1696,261402
1697,171143
1698,347464
1699,357552
1700,238134
1701,263858
1702,256369
1703,253313
1704,293961
1705,234238
1706,446097
1707,225880
1708,219676
1709,281161
1710,228967
1711,262615
1712,234563
1713,251526
1714,225074
1715,201115
1716,180417
1717,170293
1718,145448
1719,210548
1720,257182
1721,171334
1722,133231
1723,154849
1724,216456
1725,231705
1726,185778
1727,171477
1728,187041
1729,162659
1730,161355
1731,120282
1732,133993
1733,128152
1734,132612
1735,133392
1736,118456
1737,351001
1738,216358
1739,278823
1740,187283
1741,179337
1742,170342
1743,175579
1744,313989
1745,248357
1746,281025
1747,218806
1748,205382
1749,161406
1750,151101
1751,229649
1752,123820
1753,141235
1754,224171
1755,164182
1756,120614
1757,121108
1758,147077
1759,165618
1760,160328
1761,152909
1762,174014
1763,163603
1764,118517
1765,171656
1766,175433
1767,198862
1768,141105
1769,165493
1770,139162
1771,139026
1772,142228
1773,143780
1774,129251
1775,134467
1776,122196
1777,120860
1778,130101
1779,115940
1780,177417
