Id,SalePrice
1461,129900.0
1462,145000.0
1463,155000.0
1464,181000.0
1465,245500.0
1466,175900.0
1467,176432.0
1468,185000.0
1469,180000.0
1470,107900.0
1471,185000.0
1472,87450.0
1473,106000.0
1474,148500.0
1475,139400.0
1476,451950.0
1477,244600.0
1478,320000.0
1479,319000.0
1480,380000.0
1481,325624.0
1482,202500.0
1483,169990.0
1484,206000.0
1485,162000.0
1486,225000.0
1487,424870.0
1488,256300.0
1489,218750.0
1490,173900.0
1491,207000.0
1492,88000.0
1493,176500.0
1494,310000.0
1495,348000.0
1496,213000.0
1497,196500.0
1498,151000.0
1499,151000.0
1500,124000.0
1501,168500.0
1502,147576.0
1503,392000.0
1504,230000.0
1505,221000.0
1506,223000.0
1507,211000.0
1508,182900.0
1509,154000.0
1510,153337.0
1511,132500.0
1512,228950.0
1513,171000.0
1514,136500.0
1515,197500.0
1516,157500.0
1517,147000.0
1518,110000.0
1519,233170.0
1520,124000.0
1521,98600.0
1522,176000.0
1523,141000.0
1524,123500.0
1525,160000.0
1526,149900.0
1527,103000.0
1528,130500.0
1529,98600.0
1530,181900.0
1531,136000.0
1532,99900.0
1533,145000.0
1534,117000.0
1535,140000.0
1536,108480.0
1537,82000.0
1538,168000.0
1539,122000.0
1540,104000.0
1541,200000.0
1542,140000.0
1543,197000.0
1544,55000.0
1545,126000.0
1546,134900.0
1547,93000.0
1548,113000.0
1549,122900.0
1550,141500.0
1551,119200.0
1552,153900.0
1553,115000.0
1554,154900.0
1555,127000.0
1556,81000.0
1557,93000.0
1558,109000.0
1559,136000.0
1560,157500.0
1561,136500.0
1562,136500.0
1563,110000.0
1564,143500.0
1565,148000.0
1566,191000.0
1567,79900.0
1568,206900.0
1569,85000.0
1570,120500.0
1571,133000.0
1572,157000.0
1573,233170.0
1574,164500.0
1575,192000.0
1576,179000.0
1577,218750.0
1578,181900.0
1579,148000.0
1580,188000.0
1581,124000.0
1582,112500.0
1583,305900.0
1584,219500.0
1585,136000.0
1586,72500.0
1587,97000.0
1588,140000.0
1589,121600.0
1590,125000.0
1591,119000.0
1592,85000.0
1593,119900.0
1594,225000.0
1595,128000.0
1596,234000.0
1597,197500.0
1598,197000.0
1599,197000.0
1600,227000.0
1601,60000.0
1602,141000.0
1603,102776.0
1604,275000.0
1605,269500.0
1606,153500.0
1607,200624.0
1608,224000.0
1609,218750.0
1610,167500.0
1611,167500.0
1612,217500.0
1613,143500.0
1614,119500.0
1615,81500.0
1616,81500.0
1617,83500.0
1618,136500.0
1619,144000.0
1620,189000.0
1621,148000.0
1622,135000.0
1623,230000.0
1624,179000.0
1625,115000.0
1626,185000.0
1627,169000.0
1628,275500.0
1629,168500.0
1630,278000.0
1631,201000.0
1632,275000.0
1633,175000.0
1634,192000.0
1635,165600.0
1636,173000.0
1637,171000.0
1638,190000.0
1639,205000.0
1640,277000.0
1641,205000.0
1642,235000.0
1643,263435.0
1644,230000.0
1645,170000.0
1646,145000.0
1647,167000.0
1648,157900.0
1649,124000.0
1650,97000.0
1651,97000.0
1652,91500.0
1653,94500.0
1654,155000.0
1655,167000.0
1656,148500.0
1657,155000.0
1658,146000.0
1659,133000.0
1660,146000.0
1661,556581.0
1662,446261.0
1663,378500.0
1664,386250.0
1665,374000.0
1666,255500.0
1667,403000.0
1668,374000.0
1669,285000.0
1670,374000.0
1671,260400.0
1672,380000.0
1673,309000.0
1674,256300.0
1675,194700.0
1676,196000.0
1677,224000.0
1678,386250.0
1679,278000.0
1680,318061.0
1681,277500.0
1682,275000.0
1683,171750.0
1684,179540.0
1685,178900.0
1686,185000.0
1687,162000.0
1688,241000.0
1689,183500.0
1690,187500.0
1691,179540.0
1692,248000.0
1693,162000.0
1694,183200.0
1695,175000.0
1696,222500.0
1697,234000.0
1698,276000.0
1699,372500.0
1700,228000.0
1701,258000.0
1702,372402.0
1703,245350.0
1704,318000.0
1705,392000.0
1706,380000.0
1707,227680.0
1708,227680.0
1709,315500.0
1710,202500.0
1711,239900.0
1712,392500.0
1713,279500.0
1714,201000.0
1715,212000.0
1716,195400.0
1717,206000.0
1718,177500.0
1719,225000.0
1720,287090.0
1721,187500.0
1722,147000.0
1723,155000.0
1724,227680.0
1725,263000.0
1726,187000.0
1727,179200.0
1728,179400.0
1729,176000.0
1730,112000.0
1731,135500.0
1732,129900.0
1733,110000.0
1734,133000.0
1735,120000.0
1736,114500.0
1737,305900.0
1738,248000.0
1739,260000.0
1740,257500.0
1741,185000.0
1742,168500.0
1743,183900.0
1744,307000.0
1745,289000.0
1746,315000.0
1747,226000.0
1748,191000.0
1749,164500.0
1750,148000.0
1751,235000.0
1752,127500.0
1753,170000.0
1754,200000.0
1755,174900.0
1756,107900.0
1757,127500.0
1758,145000.0
1759,149900.0
1760,150750.0
1761,164500.0
1762,185000.0
1763,176000.0
1764,124000.0
1765,223000.0
1766,157500.0
1767,179200.0
1768,135000.0
1769,140000.0
1770,132500.0
1771,141000.0
1772,165000.0
1773,141000.0
1774,125000.0
1775,139000.0
1776,116000.0
1777,115000.0
1778,134500.0
1779,141000.0
1780,234000.0
1781,125000.0
1782,100000.0
1783,130000.0
1784,109900.0
1785,120000.0
1786,90000.0
1787,224500.0
1788,60000.0
1789,105500.0
1790,79900.0
1791,191000.0
1792,119000.0
1793,131500.0
1794,156000.0
1795,139000.0
1796,116000.0
1797,134900.0
1798,141000.0
1799,110000.0
1800,106500.0
1801,127000.0
1802,181900.0
1803,140000.0
1804,135960.0
1805,124500.0
1806,127000.0
1807,200000.0
1808,128000.0
1809,128000.0
1810,128500.0
1811,100000.0
1812,91500.0
1813,129900.0
1814,82500.0
1815,60000.0
1816,101000.0
1817,157500.0
1818,137000.0
1819,114504.0
1820,100000.0
1821,97500.0
1822,197500.0
1823,79000.0
1824,93000.0
1825,159434.0
1826,83000.0
1827,113000.0
1828,133000.0
1829,120000.0
1830,185000.0
1831,167500.0
1832,104000.0
1833,140000.0
1834,153575.0
1835,189950.0
1836,115000.0
1837,107000.0
1838,177500.0
1839,86000.0
1840,179000.0
1841,180500.0
1842,81000.0
1843,132500.0
1844,148000.0
1845,98000.0
1846,126500.0
1847,143000.0
1848,35311.0
1849,134432.0
1850,128900.0
1851,138887.0
1852,135000.0
1853,136500.0
1854,178000.0
1855,149700.0
1856,239000.0
1857,140000.0
1858,169000.0
1859,118858.0
1860,153337.0
1861,118858.0
1862,222500.0
1863,222500.0
1864,222500.0
1865,394432.0
1866,374000.0
1867,244600.0
1868,392500.0
1869,176485.0
1870,212000.0
1871,287090.0
1872,156932.0
1873,221000.0
1874,138000.0
1875,192000.0
1876,231500.0
1877,192000.0
1878,221000.0
1879,133500.0
1880,140000.0
1881,230000.0
1882,250000.0
1883,208500.0
1884,235000.0
1885,201000.0
1886,312500.0
1887,187100.0
1888,227000.0
1889,156932.0
1890,159950.0
1891,140000.0
1892,141000.0
1893,164900.0
1894,141000.0
1895,140000.0
1896,110000.0
1897,110000.0
1898,81000.0
1899,128000.0
1900,144000.0
1901,128500.0
1902,155000.0
1903,244400.0
1904,157000.0
1905,223000.0
1906,140000.0
1907,127500.0
1908,124000.0
1909,124000.0
1910,124000.0
1911,211000.0
1912,328000.0
1913,157500.0
1914,86000.0
1915,392500.0
1916,82000.0
1917,248000.0
1918,127000.0
1919,159500.0
1920,145000.0
1921,378500.0
1922,315500.0
1923,133900.0
1924,275000.0
1925,260000.0
1926,374000.0
1927,129500.0
1928,135000.0
1929,129900.0
1930,136000.0
1931,138000.0
1932,143000.0
1933,168000.0
1934,181000.0
1935,185000.0
1936,181000.0
1937,177000.0
1938,180000.0
1939,324000.0
1940,245500.0
1941,181000.0
1942,130000.0
1943,180000.0
1944,309000.0
1945,377426.0
1946,223000.0
1947,277500.0
1948,136500.0
1949,240000.0
1950,176000.0
1951,328000.0
1952,335000.0
1953,171500.0
1954,205000.0
1955,106000.0
1956,260000.0
1957,185000.0
1958,290000.0
1959,155000.0
1960,93000.0
1961,129500.0
1962,91500.0
1963,94500.0
1964,119500.0
