Id,SalePrice
1461,122357
1462,152422
1463,184828
1464,178917
1465,194135
1466,185095
1467,166523
1468,174213
1469,184272
1470,121750
1471,198734
1472,93807
1473,96311
1474,151972
1475,151903
1476,357673
1477,251850
1478,307022
1479,230058
1480,472652
1481,302901
1482,204390
1483,171110
1484,181554
1485,175431
1486,196555
1487,306507
1488,235965
1489,207395
1490,192254
1491,192719
1492,99075
1493,168921
1494,299740
1495,291810
1496,223660
1497,194868
1498,151397
1499,151687
1500,152779
1501,171561
1502,170421
1503,287695
1504,225576
1505,215142
1506,180660
1507,202678
1508,199156
1509,163025
1510,153479
1511,155539
1512,171669
1513,145033
1514,159842
1515,178501
1516,153837
1517,153661
1518,129923
1519,221007
1520,138839
1521,146265
1522,161439
1523,113718
1524,120561
1525,121088
1526,123727
1527,103632
1528,124746
1529,143916
1530,168995
1531,121326
1532,105577
1533,140253
1534,118274
1535,147282
1536,110557
1537,70742
1538,171475
1539,212381
1540,105546
1541,142711
1542,141236
1543,221237
1544,79423
1545,98199
1546,120456
1547,133720
1548,133575
1549,108104
1550,146099
1551,115904
1552,126401
1553,137645
1554,116933
1555,165862
1556,98714
1557,119228
1558,86494
1559,98597
1560,146636
1561,132787
1562,126913
1563,123815
1564,164616
1565,155586
1566,193405
1567,79108
1568,218684
1569,139104
1570,123017
1571,123445
1572,146925
1573,241825
1574,106094
1575,210208
1576,210687
1577,205499
1578,142684
1579,143052
1580,191844
1581,141060
1582,127994
1583,317946
1584,234308
1585,140586
1586,68473
1587,100709
1588,148462
1589,97783
1590,134101
1591,106479
1592,122039
1593,112041
1594,118231
1595,117547
1596,235616
1597,160426
1598,185250
1599,196530
1600,184991
1601,72297
1602,109528
1603,85745
1604,276387
1605,246547
1606,167184
1607,155526
1608,217144
1609,202488
1610,165358
1611,151515
1612,173798
1613,167897
1614,122534
1615,83884
1616,79079
1617,85818
1618,126667
1619,130196
1620,142603
1621,136699
1622,152558
1623,282742
1624,205019
1625,121826
1626,172520
1627,192119
1628,268680
1629,176831
1630,332295
1631,217462
1632,247098
1633,172602
1634,178368
1635,177976
1636,158041
1637,183673
1638,215226
1639,180660
1640,254762
1641,183331
1642,226627
1643,227640
1644,223245
1645,183028
1646,153672
1647,159916
1648,148715
1649,141146
1650,120147
1651,124745
1652,94384
1653,98057
1654,154042
1655,161415
1656,152182
1657,153424
1658,151848
1659,149637
1660,145719
1661,433101
1662,375468
1663,364667
1664,464823
1665,315976
1666,309906
1667,350332
1668,326355
1669,299534
1670,333507
1671,266260
1672,486953
1673,298039
1674,250568
1675,185717
1676,189049
1677,210631
1678,492748
1679,379818
1680,293341
1681,245896
1682,302854
1683,186766
1684,170122
1685,173573
1686,167446
1687,169823
1688,189507
1689,190422
1690,184612
1691,177934
1692,261198
1693,172324
1694,184715
1695,171377
1696,265470
1697,173390
1698,338340
1699,326885
1700,227597
1701,257137
1702,258021
1703,253225
1704,297558
1705,227805
1706,452519
1707,225176
1708,225031
1709,287233
1710,228864
1711,268898
1712,232695
1713,259818
1714,223661
1715,201513
1716,172796
1717,164176
1718,129288
1719,209700
1720,247393
1721,167637
1722,124712
1723,155598
1724,214046
1725,229301
1726,187391
1727,169790
1728,190235
1729,165075
1730,150590
1731,120177
1732,132323
1733,126495
1734,129859
1735,132805
1736,116312
1737,347010
1738,209581
1739,273470
1740,181137
1741,168723
1742,170367
1743,173086
1744,300258
1745,238340
1746,250555
1747,221664
1748,200415
1749,162361
1750,148626
1751,228849
1752,124023
1753,143973
1754,216257
1755,166980
1756,120934
1757,120797
1758,147781
1759,168447
1760,161952
1761,151342
1762,177304
1763,165218
1764,113349
1765,161751
1766,176126
1767,188905
1768,138842
1769,165446
1770,140521
1771,140163
1772,131639
1773,141206
1774,126162
1775,132728
1776,120551
1777,114412
1778,131567
1779,118982
1780,177660
1781,130503
1782,100799
1783,130188
1784,90940
1785,114273
1786,149551
1787,158991
1788,59338
1789,90304
1790,86225
1791,169213
1792,154049
1793,136703
1794,139193
1795,135252
1796,120990
1797,108368
1798,123478
1799,113359
1800,124266
1801,128426
1802,143852
1803,145226
1804,139170
1805,134181
1806,113637
1807,136604
1808,124405
1809,125856
1810,143399
1811,106767
1812,115773
1813,121832
1814,101426
1815,58823
1816,100114
1817,118395
1818,128204
1819,118019
1820,67028
1821,119273
1822,141807
1823,54694
1824,137125
1825,139257
1826,96990
1827,107808
1828,134330
1829,113524
1830,138719
1831,171117
1832,106198
1833,138489
1834,122701
1835,159049
1836,122950
1837,98307
1838,124858
1839,87795
1840,160403
1841,144532
1842,89746
1843,141160
1844,131424
1845,139081
1846,151246
1847,152358
1848,62181
1849,125338
1850,129760
1851,147256
1852,126134
1853,134298
1854,180351
1855,148848
1856,219157
1857,150707
1858,140379
1859,122027
1860,151213
1861,121887
1862,282802
1863,279038
1864,279038
1865,320497
1866,324323
1867,239992
1868,288935
1869,189167
1870,237293
1871,254909
1872,174023
1873,219812
1874,137613
1875,206167
1876,194075
1877,205187
1878,213129
1879,131475
1880,137302
1881,248112
1882,252630
1883,197519
1884,218930
1885,247472
1886,288969
1887,196569
1888,276784
1889,165444
1890,135189
1891,142033
1892,111244
1893,139050
1894,131497
1895,144858
1896,127317
1897,113512
1898,103840
1899,122522
1900,163005
1901,164056
1902,132621
1903,223405
1904,134696
1905,177997
1906,150079
1907,200720
1908,106320
1909,132619
1910,122423
1911,193587
1912,261986
1913,135398
1914,58270
1915,319912
1916,70959
1917,250468
1918,135979
1919,155298
1920,152549
1921,409240
1922,327913
1923,195450
1924,230218
1925,225329
1926,374440
1927,139572
1928,164220
1929,126343
1930,121186
1931,138097
1932,133064
1933,166623
1934,183920
1935,174585
1936,189320
1937,179919
1938,165205
1939,247433
1940,193521
1941,177501
1942,188614
1943,193493
1944,311391
1945,359285
1946,147564
1947,289751
1948,168460
1949,248596
1950,182500
1951,270661
1952,229945
1953,165706
1954,206821
1955,133180
1956,275701
1957,160016
1958,314389
1959,139936
1960,113257
1961,116185
1962,94174
1963,101171
1964,114266
1965,151777
1966,158369
1967,284310
1968,380017
1969,369901
1970,430573
1971,417622
1972,354831
1973,257489
1974,312902
1975,457893
1976,275832
1977,353819
1978,343934
1979,324294
1980,194755
1981,349543
1982,223932
1983,210554
1984,170658
1985,206439
1986,214929
1987,183072
1988,178229
1989,186409
1990,218269
1991,216002
1992,215492
1993,172589
1994,238666
1995,186626
1996,250218
1997,317877
1998,340797
1999,244651
2000,306517
2001,259689
2002,238315
2003,256411
2004,266937
2005,224637
2006,223311
2007,242738
2008,210943
2009,188961
2010,191598
2011,139020
2012,178539
2013,180938
2014,185287
2015,199109
2016,191870
2017,205754
2018,124519
2019,132722
2020,120146
2021,117747
2022,178224
2023,151688
2024,215289
2025,311454
2026,185367
2027,148778
2028,151451
2029,166225
2030,270755
2031,223464
2032,252564
2033,259743
2034,162258
2035,201827
2036,181845
2037,182539
2038,292359
2039,202824
2040,402540
2041,275210
2042,208956
2043,171106
2044,171003
2045,222774
2046,134781
2047,153705
2048,134790
2049,134757
